MHC,Identity,WB,"NA",SB,total,SB_pct,WB_pct,Binder_pct
HLA-DPA10401-DPB10101,csp-22,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10101,csp-27,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10101,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB10101,csp-32,2,92,2,96,0.020833333333333332,0.020833333333333332,0.041666666666666664
HLA-DPA10401-DPB10101,csp-35,2,93,1,96,0.010416666666666666,0.020833333333333332,0.03125
HLA-DPA10401-DPB10101,csp-36,2,92,2,96,0.020833333333333332,0.020833333333333332,0.041666666666666664
HLA-DPA10401-DPB10101,csp-39,2,93,1,96,0.010416666666666666,0.020833333333333332,0.03125
HLA-DPA10401-DPB10101,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB10101,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB10101,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB10101,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB10101,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB10101,csp-68,2,92,2,96,0.020833333333333332,0.020833333333333332,0.041666666666666664
HLA-DPA10401-DPB10101,csp-7,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10101,csp-8,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10101,csp-94,2,92,2,96,0.020833333333333332,0.020833333333333332,0.041666666666666664
HLA-DPA10401-DPB10101,csp-99,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10101,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-1,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB10201,csp-10,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-11,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-12,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB10201,csp-15,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-16,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10201,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-22,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-27,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-32,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10201,csp-35,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-36,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10201,csp-39,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB10201,csp-68,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-7,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-8,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB10201,csp-94,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp-99,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10201,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB10301,csp-1,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-10,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-11,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-111,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-117,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-12,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-15,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-16,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-18,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-19,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-22,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-27,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-31,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-32,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-35,5,91,0,96,0,0.052083333333333336,0.052083333333333336
HLA-DPA10401-DPB10301,csp-36,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-39,5,91,0,96,0,0.052083333333333336,0.052083333333333336
HLA-DPA10401-DPB10301,csp-4,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-46,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-47,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-53,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-55,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-68,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB10301,csp-7,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-8,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-94,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp-99,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10301,csp_reference,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10401,csp-1,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10401,csp-10,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp-11,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-12,3,91,2,96,0.020833333333333332,0.03125,0.052083333333333336
HLA-DPA10401-DPB10401,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-16,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10401,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-22,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10401,csp-27,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-32,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB10401,csp-35,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp-36,3,91,2,96,0.020833333333333332,0.03125,0.052083333333333336
HLA-DPA10401-DPB10401,csp-39,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-68,0,96,0,96,0,0,0
HLA-DPA10401-DPB10401,csp-7,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp-8,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10401,csp-94,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB10401,csp-99,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10401,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-1,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-10,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-11,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-12,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10402,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-16,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-22,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-27,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-32,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-35,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10402,csp-36,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10402,csp-39,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10402,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-68,0,96,0,96,0,0,0
HLA-DPA10401-DPB10402,csp-7,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-8,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-94,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp-99,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10402,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB10501,csp-1,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10501,csp-10,1,91,4,96,0.041666666666666664,0.010416666666666666,0.052083333333333336
HLA-DPA10401-DPB10501,csp-11,1,91,4,96,0.041666666666666664,0.010416666666666666,0.052083333333333336
HLA-DPA10401-DPB10501,csp-111,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-117,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10501,csp-12,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10501,csp-15,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10501,csp-16,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10501,csp-18,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-19,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-22,2,93,1,96,0.010416666666666666,0.020833333333333332,0.03125
HLA-DPA10401-DPB10501,csp-27,1,91,4,96,0.041666666666666664,0.010416666666666666,0.052083333333333336
HLA-DPA10401-DPB10501,csp-31,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-32,2,90,4,96,0.041666666666666664,0.020833333333333332,0.0625
HLA-DPA10401-DPB10501,csp-35,2,90,4,96,0.041666666666666664,0.020833333333333332,0.0625
HLA-DPA10401-DPB10501,csp-36,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10501,csp-39,2,90,4,96,0.041666666666666664,0.020833333333333332,0.0625
HLA-DPA10401-DPB10501,csp-4,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-46,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-47,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-53,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-55,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10501,csp-68,2,90,4,96,0.041666666666666664,0.020833333333333332,0.0625
HLA-DPA10401-DPB10501,csp-7,1,91,4,96,0.041666666666666664,0.010416666666666666,0.052083333333333336
HLA-DPA10401-DPB10501,csp-8,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB10501,csp-94,1,91,4,96,0.041666666666666664,0.010416666666666666,0.052083333333333336
HLA-DPA10401-DPB10501,csp-99,1,91,4,96,0.041666666666666664,0.010416666666666666,0.052083333333333336
HLA-DPA10401-DPB10501,csp_reference,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10601,csp-1,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10601,csp-10,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-11,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-111,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10601,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-12,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10601,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-16,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-18,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10601,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-22,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-27,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-32,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-35,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10601,csp-36,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-39,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB10601,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-68,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10601,csp-7,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-8,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-94,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp-99,0,96,0,96,0,0,0
HLA-DPA10401-DPB10601,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-1,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10901,csp-10,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-11,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-12,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10901,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-16,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-22,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-27,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-32,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-35,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10901,csp-36,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-39,3,93,0,96,0,0.03125,0.03125
HLA-DPA10401-DPB10901,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-68,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB10901,csp-7,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-8,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-94,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp-99,0,96,0,96,0,0,0
HLA-DPA10401-DPB10901,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-1,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-10,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-11,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-12,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11001,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-16,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-22,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-27,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-32,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-35,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-36,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-39,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-68,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB11001,csp-7,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-8,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-94,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp-99,0,96,0,96,0,0,0
HLA-DPA10401-DPB11001,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-1,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-10,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-11,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-12,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB110501,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-16,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-22,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-27,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-32,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-35,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB110501,csp-36,3,92,1,96,0.010416666666666666,0.03125,0.041666666666666664
HLA-DPA10401-DPB110501,csp-39,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB110501,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-68,0,96,0,96,0,0,0
HLA-DPA10401-DPB110501,csp-7,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-8,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-94,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp-99,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB110501,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB11101,csp-1,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-10,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-11,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-111,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-117,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-12,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-15,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-16,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-18,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-19,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-22,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-27,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-31,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-32,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-35,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11101,csp-36,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-39,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11101,csp-4,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-46,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-47,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-53,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-55,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-68,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-7,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-8,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-94,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp-99,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11101,csp_reference,2,94,0,96,0,0.020833333333333332,0.020833333333333332
HLA-DPA10401-DPB11301,csp-1,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-10,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-11,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-111,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-117,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-12,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-15,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-16,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-18,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-19,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-22,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-27,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-31,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-32,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB11301,csp-35,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-36,1,95,0,96,0,0.010416666666666666,0.010416666666666666
HLA-DPA10401-DPB11301,csp-39,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-4,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-46,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-47,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-53,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-55,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-68,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-7,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-8,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-94,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp-99,0,96,0,96,0,0,0
HLA-DPA10401-DPB11301,csp_reference,0,96,0,96,0,0,0
HLA-DPA10401-DPB11401,csp-1,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11401,csp-10,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11401,csp-11,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11401,csp-111,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11401,csp-117,4,92,0,96,0,0.041666666666666664,0.041666666666666664
HLA-DPA10401-DPB11401,csp-12,4,92,0,96,0,0.041666666666666664,0.041666666666666664
